Dias,Fecha,Total casos,Total altas,Total fallecidos,PCR 24,Nuevos casos,Nuevos fallecidos,Tasa de letalidad,Hospitalizados,UCI,Nuevos hospitalizados,Nuevas UCI,IA 14,IA 7,Total Casos A Coruna,Total Altas A Coruna,Total Fallecidos A Coruna,Total Hospitalizados A Coruna,Total UCI A Coruna,Total PCR A Coruna,IA 14 Coruna,IA 7 Coruna,Total Casos Ferrol,Total Altas Ferrol,Total Fallecidos Ferrol,Total Hospitalizados Ferrol,Total UCI Ferrol,Total PCR Ferrol,IA 14 Ferrol,IA 7 Ferrol,Total Casos Lugo,Total Altas Lugo,Total Fallecidos Lugo,Total Hospitalizados Lugo,Total UCI Lugo,Total PCR Lugo,IA 14 Lugo,IA 7 Lugo,Total Casos Ourense,Total Altas Ourense,Total Fallecidos Ourense,Total Hospitalizados Ourense,Total UCI Ourense,Total PCR Ourense,IA 14 Ourense,IA 7 Ourense,Total Casos Pontevedra,Total Altas Pontevedra,Total Fallecidos Pontevedra,Total Hospitalizados Pontevedra,Total UCI Pontevedra,Total PCR Pontevedra,IA 14 Pontevedra,IA 7 Pontevedra,Total Casos Santiago,Total Altas Santiago,Total Fallecidos Santiago,Total Hospitalizados Santiago,Total UCI Santiago,Total PCR Santiago,IA 14 Santiago,IA 7 Santiago,Total Casos Vigo,Total Altas Vigo,Total Fallecidos Vigo,Total Hospitalizados Vigo,Total UCI Vigo,Total PCR Vigo,IA 14 Vigo,IA 7 Vigo,Poblacion Galicia,Poblacion A Coruna,Poblacion Ferrol,Poblacion Lugo,Poblacion Ourense,Poblacion Pontevedra,Poblacion Santiago,Poblacion Vigo
10,14/03/2020,135,3,0,,23,0,0,27,7,0,1,,4.330415916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2701819,551600,178260,318467,304791,292782,446798,564831
11,15/03/2020,195,4,2,,60,2,1.025641026,33,8,1,6,,6.21803311,,,,,,,,,,,,,,,,,,,,,,,,,28,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2701819,551600,178260,318467,304791,292782,446798,564831
12,16/03/2020,245,4,2,,50,0,0.816326531,49,9,1,16,,7.62449298,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,10,2,,,,2701819,551600,178260,318467,304791,292782,446798,564831
13,17/03/2020,292,4,3,,47,1,1.02739726,52,9,0,3,10.77052164,9.179001258,,,,,,,,,,,,,,,,,,,,,,,,,32,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,12,3,,,,2701819,551600,178260,318467,304791,292782,446798,564831
14,18/03/2020,341,4,3,,49,0,0.879765396,63,11,2,11,12.54710253,10.25235221,,,,,,,,,,,,,,,,,,,,,,,,,34,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,14,3,,,,2701819,551600,178260,318467,304791,292782,446798,564831
15,19/03/2020,453,4,4,,112,1,0.883002208,99,15,4,36,16.61843373,12.62112673,,,,,,,,,,,,,,,,,,,,,,,,,46,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,22,3,,,,2701819,551600,178260,318467,304791,292782,446798,564831
16,20/03/2020,578,5,5,,125,1,0.865051903,137,19,4,38,21.17092226,16.39636112,,,,,,,,,,,,,,,,,,,,,,,,,63,0,0,9,1,,,,,,,,,,,,,,,,,,,,,,,27,4,,,,2701819,551600,178260,318467,304791,292782,446798,564831
17,21/03/2020,739,6,9,,161,4,1.217861976,166,28,9,29,26.68572543,20.1345834,,,,,,,,,,,,,,,,,,,,,,,,,75,0,1,13,1,,,,,,,,,,,,,,,,,,,,,,,35,4,,,,2701819,551600,178260,318467,304791,292782,446798,564831
18,22/03/2020,915,16,12,,176,3,1.31147541,227,33,5,61,32.86674644,24.79810824,,,,,,,,,,,,,,,,,,,,,,,,,96,0,2,20,2,,,,,,,,,,,,,,,,,,,,,,,52,4,,,,2701819,551600,178260,318467,304791,292782,446798,564831
19,23/03/2020,1208,19,18,,293,6,1.490066225,270,46,13,43,43.26714706,33.90308529,,,,,,,,,,,,,,,,,,,,,,,,,146,2,2,25,3,,,,,,,,,,,,,,,,,,,,,,,61,7,,,,2701819,551600,178260,318467,304791,292782,446798,564831
20,24/03/2020,1415,19,20,,207,2,1.413427562,337,54,8,67,50.74359163,39.75099738,,,,,,,,,,,,,,,,,,,,,,,,,156,2,2,28,3,,51.18261366,40.02742863,,,,,,,,,,,,,,,,,,,,67,10,,,,2701819,551600,178260,318467,304791,292782,446798,564831
21,25/03/2020,1653,25,27,,238,7,1.633393829,409,69,15,72,58.81222983,44.41452222,,,,,,,,,,,,,,,,,,,,,,,,,190,2,2,47,6,,62.33779869,47.24548953,,,,,,,,,,,,,,,,,,,,87,13,,,,2701819,551600,178260,318467,304791,292782,446798,564831
22,26/03/2020,1915,47,32,,262,5,1.671018277,499,86,17,90,66.73281963,49.48518017,,,,,,,,,,,,,,,,,,,,,,,,,237,2,3,64,10,,77.75820152,57.08829985,,,,,,,,,,,,,,,,,,,,113,14,,,,2701819,551600,178260,318467,304791,292782,446798,564831
23,27/03/2020,2322,67,43,,407,11,1.851851852,556,98,12,57,80.94546674,58.59015722,,,,,,,,,,,,,,,,,,,,,,,,,310,3,5,73,10,,101.70904,77.10201417,,,,,,,,,,,,,,,,,,,,114,17,,,,2701819,551600,178260,318467,304791,292782,446798,564831
24,28/03/2020,2772,95,47,,450,4,1.695526696,652,110,12,96,95.38018646,68.73147313,,,,,,,,,,,,,,,,,,,,,,,,,386,8,6,80,10,,117.4575365,95.14716642,,,,,,,,,,,,,,,,,,28,,167,22,,,,2701819,551600,178260,318467,304791,292782,446798,564831
25,29/03/2020,3139,153,60,,367,13,1.911436763,707,122,12,55,107.1130227,71.47036867,,,,,,,,,,,,,,,,,,,,,,,,,432,9,8,97,11,,141.7364686,93.83479171,,,,,,,,,,,,,,,,,,31,,187,25,,,,2701819,551600,178260,318467,304791,292782,446798,564831
26,30/03/2020,3723,168,66,,584,6,1.7727639,766,134,12,59,126.9885214,85.42393106,,,,,,,,,,,,,,,,,,,,,,,,,499,11,9,107,11,,153.2197473,112.5361313,,,,,,,,,,,,,,,,,,34,,196,26,,,,2701819,551600,178260,318467,304791,292782,446798,564831
27,31/03/2020,4039,187,84,,316,18,2.079722704,822,147,13,56,136.8707526,88.31087501,,,,,,,,,,,,,,,,,,,,,,,,,545,11,12,132,16,,167.6558691,116.4732554,,,,,,,,,,,,,,,,,,35,,205,28,,,,2701819,551600,178260,318467,304791,292782,446798,564831
28,01/04/2020,4432,259,103,,393,19,2.32400722,807,157,10,-15,147.2711532,93.15946035,,,,,,,,,,,,,,,,,,,,,,,,,590,13,18,133,16,,178.4829605,115.8170681,,,,,,,,,,,,,,,,,,,,189,29,,,,2701819,551600,178260,318467,304791,292782,446798,564831
29,02/04/2020,4842,333,120,,410,17,2.478314746,819,165,8,12,157.8196023,93.27049665,,,,,,,,,,,,,,,,,,,,,,,,,708,26,22,148,18,,211.6204219,130.5812836,,,,,,,,,,,,,,,,,,69,,206,32,,,,2701819,551600,178260,318467,304791,292782,446798,564831
30,03/04/2020,5219,435,138,,377,18,2.64418471,870,176,11,51,165.8142163,90.56861322,,,,,,,,,,,,,,,,,,,,,,,,,746,26,26,170,18,,220.1508575,118.1137238,,,,,,,,,,,,,,,,,,84,,195,36,,,,2701819,551600,178260,318467,304791,292782,446798,564831
31,04/04/2020,5625,531,159,,406,21,2.826666667,891,177,1,21,174.3269997,92.01208519,,,,,,,,,,,,,,,,,,,,,,,,,965,62,28,204,19,,285.1134056,174.87393,,,,,,,,,,,,,,,,,,105,,200,36,,,,2701819,551600,178260,318467,304791,292782,446798,564831
32,05/04/2020,5944,587,174,,319,15,2.927321669,893,169,-8,2,175.2893143,82.2038782,,,,,,,,,,,,,,,,,,,,,,,,,1033,79,33,193,18,,291.0190918,175.2020237,,,,,,,,,,,,,,,,,,110,,201,34,,,,2701819,551600,178260,318467,304791,292782,446798,564831
33,06/04/2020,6151,610,190,,207,16,3.088928629,939,168,-1,46,175.2893143,78.1695591,,,,,,,,,,,,,,,,,,,,,,,,,1111,83,36,201,20,,313.3294618,185.7010214,,,,,,,,,,,,,,,,,,117,,197,37,,,,2701819,551600,178260,318467,304791,292782,446798,564831
34,07/04/2020,6331,688,204,,180,14,3.222239773,910,162,-6,-29,173.1426124,70.28598141,,,,,,,,,,,,,,,,,,,,,,,,,1125,88,38,217,22,,306.7675883,175.5301174,,,,,,,,,,,,,,,,,,132,,186,34,,,,2701819,551600,178260,318467,304791,292782,446798,564831
35,08/04/2020,6538,800,213,,207,9,3.257877027,835,158,-4,-75,171.1069468,62.77252473,,,,,,,,,,,,,,,,,,,,,,,,,1160,105,54,206,22,3928,302.8304642,148.2983421,,,,,,,,,,,,,,,,,,150,,168,35,,,,2701819,551600,178260,318467,304791,292782,446798,564831
36,09/04/2020,6758,910,231,,220,18,3.418171057,794,154,-4,-41,164.1856838,56.96162474,,,,,,,,,,,,,,,,,,,,,,,,,1225,125,59,210,22,4237,300.2057147,157.1568714,,,,,,,,,,,,,,,,,,169,,150,34,,,,2701819,551600,178260,318467,304791,292782,446798,564831
37,10/04/2020,6946,997,243,,188,12,3.498416355,766,149,-5,-28,154.4885131,48.89298654,,,,,,,,,,,,,,,,,,,,,,,,,1289,141,66,194,23,4848,296.2685906,106.3023514,,,,,,,,,,,,,,,,,,179,,150,31,,,,2701819,551600,178260,318467,304791,292782,446798,564831
38,11/04/2020,7176,1082,261,,230,18,3.637123746,716,143,-6,-50,149.4178552,45.59890948,,,,,,,,,,,,,,,,,,,,,,,,,1354,153,72,208,24,5364,302.5023705,105.3180704,,,,,,,,,,,,,,,,,,209,,131,26,,,,2701819,551600,178260,318467,304791,292782,446798,564831
39,12/04/2020,7336,1143,274,,160,13,3.735005453,742,140,-3,26,133.724724,43.85934069,,,,,,,,,,,,,,,,,,,,,,,,,1396,166,76,197,23,,294.3000285,93.50669803,,,,,,,,,,,,,,,,,,239,,141,26,,,,2701819,551600,178260,318467,304791,292782,446798,564831
40,13/04/2020,7494,1186,284,,158,10,3.789698425,735,136,-4,-7,127.8768119,43.04507445,,,,,,,,,,,,,,,,,,,,,,,,,1430,187,77,180,23,,290.3629044,100.0685716,,,,,,,,,,,,,,,,,,246,,134,24,,,,2701819,551600,178260,318467,304791,292782,446798,564831
41,14/04/2020,7597,1240,290,,103,6,3.817296301,733,133,-3,-2,117.1433023,39.19581586,,,,,,,,,,,,,,,,,,,,,,,,,1458,191,80,193,24,,284.7853119,97.77191584,,,,,,,,,,,,,,,,,,271,,126,25,,,,2701819,551600,178260,318467,304791,292782,446798,564831
42,15/04/2020,7708,1298,299,,111,9,3.879086663,746,128,-5,13,106.0766839,35.16149675,,,,,,,,,,,,,,,,,,,,,,,,,1474,200,81,210,22,7267,251.3197568,81.69532565,,,,,,,,,,,,,,,,,,279,,130,27,,,,2701819,551600,178260,318467,304791,292782,446798,564831
43,16/04/2020,7873,1383,310,,165,11,3.937507939,678,123,-5,-68,98.2301183,34.31021841,,,,,,,,,,,,,,,,,,,,,,,,,1495,209,83,204,22,8147,245.7421643,67.58729753,,,,,,,,,,,,,,,,,,300,,117,26,,,,2701819,551600,178260,318467,304791,292782,446798,564831
44,17/04/2020,8013,1456,320,,140,10,3.993510545,642,117,-6,-36,88.38489921,30.97912925,,,,,,,,,,,,,,,,,,,,,,,,,1519,228,84,187,19,8816,181.7638972,54.13545676,,,,,,,,,,,,,,,,,,314,,111,26,,,,2701819,551600,178260,318467,304791,292782,446798,564831
45,18/04/2020,8084,1507,334,,71,14,4.131618011,598,115,-2,-44,79.20589795,27.68505218,,,,,,,,,,,,,,,,,,,,,,,,,1531,245,86,183,19,9282,163.3906513,44.29264644,,,,,,,,,,,,,,,,,,325,,98,25,,,,2701819,551600,178260,318467,304791,292782,446798,564831
46,19/04/2020,8185,1536,346,,101,12,4.22724496,596,112,-3,-2,75.28261516,25.57536238,,,,,,,,,,,,,,,,,,,,,,,,,1571,247,91,187,18,9917,150.9230916,46.2612085,,,,,,,,,,,,,,,,,,330,,96,24,,,,2701819,551600,178260,318467,304791,292782,446798,564831
47,20/04/2020,8299,1548,352,,114,6,4.241474876,601,108,-4,5,72.83981643,25.9824955,,,,,,,,,,,,,,,,,,,,,,,,,1583,248,92,187,17,10473,150.2669042,41.01170966,,,,,,,,,,,,,,,,,,336,,91,23,,,,2701819,551600,178260,318467,304791,292782,446798,564831
48,21/04/2020,8468,1588,360,,169,8,4.251299008,603,101,-7,2,71.43335656,28.1291974,,,,,,,,,,,,,,,,,,,,,,,,,1642,254,95,188,16,10523,158.1411525,55.11973779,,,,,,,,,,,,,,,,,,344,,96,23,,,,2701819,551600,178260,318467,304791,292782,446798,564831
49,22/04/2020,8634,1625,368,,166,8,4.262219134,585,96,-5,-18,69.43470306,28.16620951,,,,,,,,,,,,,,,,,,,,,,,,,1665,269,95,191,16,11580,144.361218,55.77592514,,,,,,,,,,,,,,,,,,352,,78,21,,,,2701819,551600,178260,318467,304791,292782,446798,564831
50,23/04/2020,8805,1676,375,,171,7,4.258943782,568,92,-4,-17,68.80549733,29.31358466,,,,,,,,,,,,,,,,,,,,,,,,,1685,275,99,185,16,12067,129.9250962,54.46355043,,,,,,,,,,,,,,,,,,370,,77,19,,,,2701819,551600,178260,318467,304791,292782,446798,564831
51,24/04/2020,8932,1730,382,,127,7,4.276757725,531,87,-5,-37,64.99325084,31.38626237,,,,,,,,,,,,,,,,,,,,,,,,,1698,294,102,169,15,12272,112.864225,54.79164411,,,,,,,,,,,,,,,,,,372,,69,17,,,,2701819,551600,178260,318467,304791,292782,446798,564831
52,25/04/2020,9116,1783,388,,184,6,4.256252742,495,90,3,-36,65.88154129,34.45826682,,,,,,,,,,,,,,,,,,,,,,,,,1717,314,104,149,16,13124,105.3180704,47.90167689,,,,,,,,,,,,,,,,,,376,,72,19,,,,2701819,551600,178260,318467,304791,292782,446798,564831
53,26/04/2020,9176,1803,394,,60,6,4.293809939,490,85,-5,-5,62.25435531,32.45961332,,,,,,,,,,,,,,,,,,,,,,,,,1730,317,106,154,14,13617,98.42810319,48.22977056,,,,,,,,,,,,,,,,,,380,,68,18,,,,2701819,551600,178260,318467,304791,292782,446798,564831
54,27/04/2020,9238,1816,405,,62,11,4.384065815,507,83,-2,17,60.73685913,28.49931842,,,,,,,,,,,,,,,,,,,,,,,,,1754,328,111,154,14,14104,97.11572848,36.74649186,,,,,,,,,,,,,,,,,,384,,74,15,,,,2701819,551600,178260,318467,304791,292782,446798,564831
55,28/04/2020,9328,1841,412,,90,7,4.416809605,495,73,-10,-12,59.95960499,25.68639868,,,,,,,,,,,,,,,,,,,,,,,,,1764,328,111,156,14,14369,95.14716642,32.48127405,,,,,,,,,,,,,,,,,,386,,71,12,,,,2701819,551600,178260,318467,304791,292782,446798,564831
56,29/04/2020,9484,5393,551,,156,139,5.809784901,482,73,0,-13,59.62649608,25.13121715,,,,,,,,,,,,,,,,,,,,,,,,,1791,964,112,152,13,14899,97.11572848,34.77792979,,,,,,,,,,,,,,,,,,860,,66,12,,,,2701819,551600,178260,318467,304791,292782,446798,564831
57,30/04/2020,9579,5573,551,,95,0,5.752166197,334,47,-26,-148,57.96095149,23.94682989,,,,,,,,,,,,,,,,,,,,,,,,,1800,981,112,111,3,15478,92.19432332,33.46555509,,,,,,,,,,,,,,,,,,861,,54,11,,,,2701819,551600,178260,318467,304791,292782,446798,564831
58,01/05/2020,9617,5816,558,,38,7,5.802225226,278,45,-2,-56,56.73955213,18.54306303,,,,,,,,,,,,,,,,,,,,,,,,,1812,1024,115,96,3,15882,92.19432332,31.16889934,,,,,,,,,,,,,,,,,,954,,45,11,,,,2701819,551600,178260,318467,304791,292782,446798,564831
59,02/05/2020,9652,5981,563,,35,5,5.832987982,261,37,-8,-17,54.29675341,17.61776048,,,,,,,,,,,,,,,,,,,,,,,,,1821,1075,114,79,3,16044,82.02341933,29.85652463,,,,,,,,,,,,,,,,,,989,,37,9,,,,2701819,551600,178260,318467,304791,292782,446798,564831
60,03/05/2020,9685,6075,569,,33,6,5.875064533,255,36,-1,-6,51.29877316,16.54440953,,,,,,,,,,,,,,,,,,,,,,,,,1833,1103,117,73,1,16166,82.02341933,25.91940051,,,,,,,,,,,,,,,,,,996,,39,9,,,,2701819,551600,178260,318467,304791,292782,446798,564831
61,04/05/2020,9707,6234,575,,22,6,5.923560317,253,34,-2,-2,45.85799419,14.0275866,,,,,,,,,,,,,,,,,,,,,,,,,1842,1136,118,83,1,16259,65.61873546,25.59130683,,,,,,,,,,,,,,,,,,1057,,42,9,,,,2701819,551600,178260,318467,304791,292782,446798,564831
62,05/05/2020,9783,6561,579,,76,4,5.918429929,226,37,3,-27,42.52690502,11.06661845,,,,,,,,,,,,,,,,,,,,,,,,,1851,1192,118,72,1,16387,61.02542398,19.68562064,,,,,,,,,,,,,,,,,,1106,,35,10,,,,2701819,551600,178260,318467,304791,292782,446798,564831
63,06/05/2020,9996,6802,588,,213,9,5.882352941,206,30,-7,-20,44.0814133,15.43404647,,,,,,,,,,,,,,,,,,,,,,,,,1869,1287,120,62,3,16616,60.36923662,22.63846373,,,,,,,,,,,,,,,,,,1155,,31,7,,,,2701819,551600,178260,318467,304791,292782,446798,564831
64,07/05/2020,10077,6959,591,,81,3,5.864840726,205,28,-2,-1,42.37885661,17.02556685,,,,,,,,,,,,,,,,,,,,,,,,,1886,1315,121,64,3,16779,61.68161133,24.27893212,,,,,,,,,,,,,,,,,,1203,,29,8,,,,2701819,551600,178260,318467,304791,292782,446798,564831
65,08/05/2020,10221,7138,592,,144,1,5.791996869,196,26,-2,-9,40.89837254,21.05988595,,,,,,,,,,,,,,,,,,,,,,,,,1897,1343,122,69,2,16977,59.05686192,24.93511948,,,,,,,,,,,,,,,,,,1265,,32,7,,,,2701819,551600,178260,318467,304791,292782,446798,564831
66,09/05/2020,10322,7225,595,,101,3,5.764386747,183,24,-2,-13,42.41586872,23.57670888,,,,,,,,,,,,,,,,,,,,,,,,,1902,1353,123,71,3,17116,56.4321125,22.63846373,,,,,,,,,,,,,,,,,,1275,,32,7,,,,2701819,551600,178260,318467,304791,292782,446798,564831
67,10/05/2020,10370,7347,596,,48,1,5.74734812,180,25,1,-3,41.89769929,24.53902352,,,,,,,,,,,,,,,,,,,,,,,,,1909,1379,123,66,3,17265,50.85451998,21.98227638,,,,,,,,,,,,,,,,,,1311,,33,7,,,,2701819,551600,178260,318467,304791,292782,446798,564831
68,11/05/2020,10388,7444,597,,18,1,5.747015787,191,26,1,11,39.23282796,22.39232162,,,,,,,,,,,,,,,,,,,,,,,,,1919,1390,124,69,3,17353,50.85451998,22.31037006,,,,,,,,,,,,,,,,,,1341,,37,8,,,,2701819,551600,178260,318467,304791,292782,446798,564831
69,12/05/2020,10449,7820,598,,61,1,5.723035697,166,25,-1,-25,35.71667828,16.76648214,,,,,,,,,,,,,,,,,,,,,,,,,1923,1436,125,56,3,17567,43.3083654,17.71705857,,,,,,,,,,,,,,,,,,1436,,38,8,,,,2701819,551600,178260,318467,304791,292782,446798,564831
70,13/05/2020,10495,7996,599,,46,1,5.707479752,144,22,-3,-22,33.90308529,15.47105857,,,,,,,,,,,,,,,,,,,,,,,,,1925,1467,126,50,3,17728,41.01170966,12.79565341,,,,,,,,,,,,,,,,,,1497,,27,8,,,,2701819,551600,178260,318467,304791,292782,446798,564831
71,14/05/2020,10545,8157,603,,50,4,5.718349929,123,21,-1,-21,34.34723051,11.991921,,,,,,,,,,,,,,,,,,,,,,,,,1936,1487,128,46,3,17989,40.68361599,12.79565341,,,,,,,,,,,,,,,,,,1559,,20,7,,,,2701819,551600,178260,318467,304791,292782,446798,564831
72,15/05/2020,10605,8283,603,,60,0,5.685997171,111,22,1,-12,35.27253306,10.47442482,,,,,,,,,,,,,,,,,,,,,,,,,1952,1504,128,42,3,18169,42.98027173,16.40468387,,,,,,,,,,,,,,,,,,1603,,20,7,,,,2701819,551600,178260,318467,304791,292782,446798,564831
73,16/05/2020,10934,8820,604,,329,1,5.524053411,102,19,-3,-9,46.22811521,20.87482544,,,,,,,,,,,,,,,,,,,,,,,,,1961,1556,128,35,3,18332,41.9959907,17.06087122,,,,,,,,,,,,,,,,,,1689,,18,5,,,,2701819,551600,178260,318467,304791,292782,446798,564831
74,17/05/2020,10960,9155,606,,26,2,5.52919708,94,18,-1,-8,46.37616361,21.17092226,,,,,,,,,,,,,,,,,,,,,,,,,1965,1627,129,34,3,18518,40.35552231,15.09230916,,,,,,,,,,,,,,,,,,1744,,15,4,,,,2701819,551600,178260,318467,304791,292782,446798,564831
75,18/05/2020,10982,9204,607,,22,1,5.52722637,93,17,-1,-1,44.37751011,19.72745028,,,,,,,,,,,,,,,,,,,,,,,,,1965,1629,129,34,3,18591,37.40267921,13.77993445,,,,,,,,,,,,,,,,,,1761,,16,4,,,,2701819,551600,178260,318467,304791,292782,446798,564831
76,19/05/2020,11024,9281,607,,42,0,5.50616836,92,15,-2,-1,38.0484407,19.57940188,,,,,,,,,,,,,,,,,,,,,,,,,1969,1650,129,29,2,18689,32.80936773,14.4361218,,,,,,,,,,,,,,,,,,1779,,19,4,,,,2701819,551600,178260,318467,304791,292782,446798,564831
77,20/05/2020,11081,9411,607,,57,0,5.47784496,79,16,1,-13,37.16015025,19.83848659,,,,,,,,,,,,,,,,,,,,,,,,,1976,1676,129,24,2,18889,29.52843096,13.12374709,,,,,,,,,,,,,,,,,,1821,,12,4,,,,2701819,551600,178260,318467,304791,292782,446798,564831
78,21/05/2020,11103,9505,608,,22,1,5.475997478,72,13,-3,-7,32.64467383,18.43202672,,,,,,,,,,,,,,,,,,,,,,,,,1979,1690,129,21,1,19033,26.90368154,8.858529287,,,,,,,,,,,,,,,,,,1840,,10,3,,,,2701819,551600,178260,318467,304791,292782,446798,564831
79,22/05/2020,11137,9607,610,,34,2,5.477238035,72,12,-1,0,30.16486301,7.513456675,,,,,,,,,,,,,,,,,,,,,,,,,1982,1712,129,16,1,19200,26.24749418,6.889967223,,,,,,,,,,,,,,,,,,1848,,12,3,,,,2701819,551600,178260,318467,304791,292782,446798,564831
80,23/05/2020,11180,9684,612,,43,2,5.474060823,66,11,-1,-6,29.9798025,8.142662406,,,,,,,,,,,,,,,,,,,,,,,,,1984,1727,130,16,1,19326,24.6070258,6.233779869,,,,,,,,,,,,,,,,,,1856,,10,3,,,,2701819,551600,178260,318467,304791,292782,446798,564831
81,24/05/2020,11198,9716,613,,18,1,5.47419182,61,12,1,-5,29.9798025,7.994613999,,,,,,,,,,,,,,,,,,,,,,,,,1988,1734,130,16,1,19469,22.63846373,7.546154578,,,,,,,,,,,,,,,,,,1861,,9,3,,,,2701819,551600,178260,318467,304791,292782,446798,564831
82,25/05/2020,11208,9740,614,,10,1,5.478229836,60,11,-1,-1,28.0921853,6.81022674,,,,,,,,,,,,,,,,,,,,,,,,,1994,1736,131,19,1,19546,23.29465109,8.202341933,,,,,,,,,,,,,,,,,,1867,,11,3,,,,2701819,551600,178260,318467,304791,292782,446798,564831
83,26/05/2020,11212,9764,614,,4,0,5.476275419,52,7,-4,-8,26.53767702,4.848585342,,,,,,,,,,,,,,,,,,,,,,,,,1994,1742,131,16,1,19602,22.63846373,5.905686192,,,,,,,,,,,,,,,,,,1872,,7,2,,,,2701819,551600,178260,318467,304791,292782,446798,564831
84,27/05/2020,11236,9798,615,,24,1,5.473478106,49,5,-2,-3,25.57536238,4.922609546,,,,,,,,,,,,,,,,,,,,,,,,,1995,1757,131,16,0,19785,19.35752696,5.249498837,,,,,,,,,,,,,,,,,,1872,,7,1,,,,2701819,551600,178260,318467,304791,292782,446798,564831
